Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00127626,JHS,monocyte_ncnc_bld_1,Monos: diff % [Visit 1],MONOS,phs000286.v5.pht001959.v1.phv00127626.v1,phs000286.v7.p2,phv00127626.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00127631,JHS,monocyte_ncnc_bld_1,White blood cells TH/CMM [Visit 1],WBC,phs000286.v5.pht001959.v1.phv00127631.v1,phs000286.v7.p2,phv00127631.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,monocyte_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00219000,MESA,monocyte_ncnc_bld_1,MONOCYTES(ABSOLUTE) (x10E3/uL),monosa5,phs000209.v13.pht004319.v1.phv00219000.v1,phs000209.v13.p3,phv00219000.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,eosinophil_ncnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207257,ARIC,eosinophil_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTA. Visit 1],HMTA03,phs000280.v4.pht004107.v2.phv00207257.v1,phs000280.v8.p2,phv00207257.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207263,ARIC,eosinophil_ncnc_bld_1,Eosinophils % Q9 [Hematology Form. HMTA. Visit 1],HMTA09,phs000280.v4.pht004107.v2.phv00207263.v1,phs000280.v8.p2,phv00207263.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207272,ARIC,eosinophil_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTB. Visit 2],HMTB03,phs000280.v4.pht004108.v2.phv00207272.v1,phs000280.v8.p2,phv00207272.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207278,ARIC,eosinophil_ncnc_bld_1,Eosinophils %. Q9 [Hematology Form. HMTB. Visit 2],HMTB09,phs000280.v4.pht004108.v2.phv00207278.v1,phs000280.v8.p2,phv00207278.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,eosinophil_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112686,CARDIA,eosinophil_ncnc_bld_1,WHITE CELL COUNT (X 1000),A05WBC,phs000285.v3.pht001563.v2.phv00112686.v2,phs000285.v3.p2,phv00112686.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00112693,CARDIA,eosinophil_ncnc_bld_1,EOSINPHILS (%),A05EOSIN,phs000285.v3.pht001563.v2.phv00112693.v2,phs000285.v3.p2,phv00112693.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00226251,HCHS_SOL,eosinophil_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226283,HCHS_SOL,eosinophil_ncnc_bld_1,White Blood Count (x10e9) (LABA1),LABA1,phs000810.v1.pht004715.v1.phv00226283.v1,phs000810.v2.p2,phv00226283.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226287,HCHS_SOL,eosinophil_ncnc_bld_1,% Eosiniphils (LABA13),LABA13,phs000810.v1.pht004715.v1.phv00226287.v1,phs000810.v2.p2,phv00226287.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127621,JHS,eosinophil_ncnc_bld_1,Eosin: diff measure % [Visit 1],EOSIN,phs000286.v5.pht001959.v1.phv00127621.v1,phs000286.v7.p2,phv00127621.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00127631,JHS,eosinophil_ncnc_bld_1,White blood cells TH/CMM [Visit 1],WBC,phs000286.v5.pht001959.v1.phv00127631.v1,phs000286.v7.p2,phv00127631.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,eosinophil_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00219001,MESA,eosinophil_ncnc_bld_1,EOSINOPHILS (ABSOLUTE) (x10E3/uL),eosa5,phs000209.v13.pht004319.v1.phv00219001.v1,phs000209.v13.p3,phv00219001.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204871,ARIC,rbc_ncnc_bld_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207287,ARIC,rbc_ncnc_bld_1,Red blood count. Q3 [Hematology Lab. HMTCV301. Visit 3],HMTC3,phs000280.v4.pht004109.v2.phv00207287.v1,phs000280.v8.p2,phv00207287.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207299,ARIC,rbc_ncnc_bld_1,Red blood count. Q3 [Hematology Lab. HMTCV401. Visit 4],HMTC3,phs000280.v4.pht004110.v2.phv00207299.v1,phs000280.v8.p2,phv00207299.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294955,ARIC,rbc_ncnc_bld_1,"Red blood cell count, Rbc [Complete Blood Count, CBC, Visit 5]",CBC4,phs000280.v4.pht006422.v1.phv00294955.v1,phs000280.v8.p2,phv00294955.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,rbc_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112687,CARDIA,rbc_ncnc_bld_1,"RED CELL COUNT (X 1,000,000)",A05RBC,phs000285.v3.pht001563.v2.phv00112687.v2,phs000285.v3.p2,phv00112687.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00226251,HCHS_SOL,rbc_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226294,HCHS_SOL,rbc_ncnc_bld_1,Red Blood Count (x10e12) (LABA2),LABA2,phs000810.v1.pht004715.v1.phv00226294.v1,phs000810.v2.p2,phv00226294.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127629,JHS,rbc_ncnc_bld_1,Red cell count M/CMM [Visit 1],RED_CELL_COUNT,phs000286.v5.pht001959.v1.phv00127629.v1,phs000286.v7.p2,phv00127629.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,rbc_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218990,MESA,rbc_ncnc_bld_1,RED BLOOD CELL (RBC) (x10E6/uL),rbc5,phs000209.v13.pht004319.v1.phv00218990.v1,phs000209.v13.p3,phv00218990.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,platelet_ncnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204871,ARIC,platelet_ncnc_bld_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207258,ARIC,platelet_ncnc_bld_1,Platelet count x1000/mm3 (MAV). Q4 [Hematology Form. HMTA. Visit 1],HMTA04,phs000280.v4.pht004107.v2.phv00207258.v1,phs000280.v8.p2,phv00207258.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207273,ARIC,platelet_ncnc_bld_1,Platelet count x1000/mm3 (MAV). Q4 [Hematology Form. HMTB. Visit 2],HMTB04,phs000280.v4.pht004108.v2.phv00207273.v1,phs000280.v8.p2,phv00207273.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207294,ARIC,platelet_ncnc_bld_1,Platelet count Q10 [Hematology Lab. HMTCV301. Visit 3],HMTC10,phs000280.v4.pht004109.v2.phv00207294.v1,phs000280.v8.p2,phv00207294.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207306,ARIC,platelet_ncnc_bld_1,Platelet count. Q10 [Hematology Lab. HMTCV401. Visit 4],HMTC10,phs000280.v4.pht004110.v2.phv00207306.v1,phs000280.v8.p2,phv00207306.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294958,ARIC,platelet_ncnc_bld_1,"Platelet count, Plt [Complete Blood Count, CBC, Visit 5]",CBC7,phs000280.v4.pht006422.v1.phv00294958.v1,phs000280.v8.p2,phv00294958.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,platelet_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112690,CARDIA,platelet_ncnc_bld_1,PLATELET COUNT,A05PLATL,phs000285.v3.pht001563.v2.phv00112690.v2,phs000285.v3.p2,phv00112690.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00100414,CHS,platelet_ncnc_bld_1,PLATELET COUNT (/cc.mm),PLATE23,phs000287.v6.pht001452.v1.phv00100414.v1,phs000287.v7.p1,phv00100414.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,platelet_ncnc_bld_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,platelet_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226310,HCHS_SOL,platelet_ncnc_bld_1,Platelet Count (x10e9) (LABA9),LABA9,phs000810.v1.pht004715.v1.phv00226310.v1,phs000810.v2.p2,phv00226310.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127616,JHS,platelet_ncnc_bld_1,Platelet TH/CMM [Visit 1],PLATELET,phs000286.v5.pht001959.v1.phv00127616.v1,phs000286.v7.p2,phv00127616.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,platelet_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218991,MESA,platelet_ncnc_bld_1,PLATELETS (x10E3/uL),plt5,phs000209.v13.pht004319.v1.phv00218991.v1,phs000209.v13.p3,phv00218991.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00077362,WHI,platelet_ncnc_bld_1,CBC Visit year,CBCVY,phs000200.v11.pht000986.v6.phv00077362.v6,phs000200.v12.p3,phv00077362.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077363,WHI,platelet_ncnc_bld_1,CBC Days since randomization/enrollment,CBCDAYS,phs000200.v11.pht000986.v6.phv00077363.v6,phs000200.v12.p3,phv00077363.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077367,WHI,platelet_ncnc_bld_1,Platelet count (Kcell/microliter),PLATELET,phs000200.v11.pht000986.v6.phv00077367.v6,phs000200.v12.p3,phv00077367.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00078436,WHI,platelet_ncnc_bld_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,platelet_ncnc_bld_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204712,ARIC,wbc_ncnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204871,ARIC,wbc_ncnc_bld_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207257,ARIC,wbc_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTA. Visit 1],HMTA03,phs000280.v4.pht004107.v2.phv00207257.v1,phs000280.v8.p2,phv00207257.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207272,ARIC,wbc_ncnc_bld_1,White blood count x1000/mm3 (MAV). Q3 [Hematology Form. HMTB. Visit 2],HMTB03,phs000280.v4.pht004108.v2.phv00207272.v1,phs000280.v8.p2,phv00207272.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207286,ARIC,wbc_ncnc_bld_1,White blood count. Q2 [Hematology Lab. HMTCV301. Visit 3],HMTC2,phs000280.v4.pht004109.v2.phv00207286.v1,phs000280.v8.p2,phv00207286.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207298,ARIC,wbc_ncnc_bld_1,White blood count. Q2 [Hematology Lab. HMTCV401. Visit 4],HMTC2,phs000280.v4.pht004110.v2.phv00207298.v1,phs000280.v8.p2,phv00207298.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294954,ARIC,wbc_ncnc_bld_1,"White blood cell count, Wbc [Complete Blood Count, CBC, Visit 5]",CBC3,phs000280.v4.pht006422.v1.phv00294954.v1,phs000280.v8.p2,phv00294954.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,wbc_ncnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112686,CARDIA,wbc_ncnc_bld_1,WHITE CELL COUNT (X 1000),A05WBC,phs000285.v3.pht001563.v2.phv00112686.v2,phs000285.v3.p2,phv00112686.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00100411,CHS,wbc_ncnc_bld_1,"WHITE BLOOD COUNT (x1, 000/cubic mm)",WBLD23,phs000287.v6.pht001452.v1.phv00100411.v1,phs000287.v7.p1,phv00100411.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,wbc_ncnc_bld_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,wbc_ncnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226283,HCHS_SOL,wbc_ncnc_bld_1,White Blood Count (x10e9) (LABA1),LABA1,phs000810.v1.pht004715.v1.phv00226283.v1,phs000810.v2.p2,phv00226283.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127631,JHS,wbc_ncnc_bld_1,White blood cells TH/CMM [Visit 1],WBC,phs000286.v5.pht001959.v1.phv00127631.v1,phs000286.v7.p2,phv00127631.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,wbc_ncnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218997,MESA,wbc_ncnc_bld_1,WHITE BLOOD CELL COUNT (x10E3/uL),wbc5,phs000209.v13.pht004319.v1.phv00218997.v1,phs000209.v13.p3,phv00218997.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00077362,WHI,wbc_ncnc_bld_1,CBC Visit year,CBCVY,phs000200.v11.pht000986.v6.phv00077362.v6,phs000200.v12.p3,phv00077362.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077363,WHI,wbc_ncnc_bld_1,CBC Days since randomization/enrollment,CBCDAYS,phs000200.v11.pht000986.v6.phv00077363.v6,phs000200.v12.p3,phv00077363.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077368,WHI,wbc_ncnc_bld_1,White blood cell (Kcell/microliter),WBC,phs000200.v11.pht000986.v6.phv00077368.v6,phs000200.v12.p3,phv00077368.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00078436,WHI,wbc_ncnc_bld_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,wbc_ncnc_bld_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204712,ARIC,hemoglobin_mcnc_bld_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204871,ARIC,hemoglobin_mcnc_bld_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207256,ARIC,hemoglobin_mcnc_bld_1,Hemoglobin g/dL (MAV). Q2 [Hematology Form. HMTA. Visit 1],HMTA02,phs000280.v4.pht004107.v2.phv00207256.v1,phs000280.v8.p2,phv00207256.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207271,ARIC,hemoglobin_mcnc_bld_1,Hemoglobin g/dL (MAV). Q2 [Hematology Form. HMTB. Visit 2],HMTB02,phs000280.v4.pht004108.v2.phv00207271.v1,phs000280.v8.p2,phv00207271.v2.p2,pht004108.v3.p2,HMTB,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207288,ARIC,hemoglobin_mcnc_bld_1,Hemoglobin. Q4 [Hematology Lab. HMTCV301. Visit 3],HMTC4,phs000280.v4.pht004109.v2.phv00207288.v1,phs000280.v8.p2,phv00207288.v2.p2,pht004109.v3.p2,HMTCV301,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207300,ARIC,hemoglobin_mcnc_bld_1,Hemoglobin. Q4 [Hematology Lab. HMTCV401. Visit 4],HMTC4,phs000280.v4.pht004110.v2.phv00207300.v1,phs000280.v8.p2,phv00207300.v2.p2,pht004110.v3.p2,HMTCV401,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00294956,ARIC,hemoglobin_mcnc_bld_1,"Hemoglobin, Hgb [Complete Blood Count, CBC, Visit 5]",CBC5,phs000280.v4.pht006422.v1.phv00294956.v1,phs000280.v8.p2,phv00294956.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00112439,CARDIA,hemoglobin_mcnc_bld_1,AGE VERIFY,A01AGE2,phs000285.v3.pht001559.v2.phv00112439.v2,phs000285.v3.p2,phv00112439.v2.p2,pht001559.v2.p2,A4F01,CARDIA Cohort
phv00112688,CARDIA,hemoglobin_mcnc_bld_1,HEMOGLOBIN (G/DL),A05HGB,phs000285.v3.pht001563.v2.phv00112688.v2,phs000285.v3.p2,phv00112688.v2.p2,pht001563.v2.p2,A4F05,CARDIA Cohort
phv00100412,CHS,hemoglobin_mcnc_bld_1,HEMOGLOBIN (g/dl),HEMOGL23,phs000287.v6.pht001452.v1.phv00100412.v1,phs000287.v7.p1,phv00100412.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,hemoglobin_mcnc_bld_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,hemoglobin_mcnc_bld_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226302,HCHS_SOL,hemoglobin_mcnc_bld_1,Hemoglobin (g/dL) (LABA3),LABA3,phs000810.v1.pht004715.v1.phv00226302.v1,phs000810.v2.p2,phv00226302.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127615,JHS,hemoglobin_mcnc_bld_1,Hemoglobin G/DL [Visit 1],HEMOGLOBIN,phs000286.v5.pht001959.v1.phv00127615.v1,phs000286.v7.p2,phv00127615.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00176011,MESA,hemoglobin_mcnc_bld_1,AGE AT EXAM 5,age5c,phs000209.v13.pht003091.v3.phv00176011.v1,phs000209.v13.p3,phv00176011.v1.p3,pht003091.v3.p3,MESA_Exam5Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00218993,MESA,hemoglobin_mcnc_bld_1,HEMOGLOBIN (g/dL),hgb5,phs000209.v13.pht004319.v1.phv00218993.v1,phs000209.v13.p3,phv00218993.v1.p3,pht004319.v1.p3,MESA_AncilMesaEpigenomicCBC,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00077362,WHI,hemoglobin_mcnc_bld_1,CBC Visit year,CBCVY,phs000200.v11.pht000986.v6.phv00077362.v6,phs000200.v12.p3,phv00077362.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077363,WHI,hemoglobin_mcnc_bld_1,CBC Days since randomization/enrollment,CBCDAYS,phs000200.v11.pht000986.v6.phv00077363.v6,phs000200.v12.p3,phv00077363.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00077366,WHI,hemoglobin_mcnc_bld_1,Hemoglobin (gm/dl),HEMOGLBN,phs000200.v11.pht000986.v6.phv00077366.v6,phs000200.v12.p3,phv00077366.v6.p3,pht000986.v6.p3,cbc_rel1,Women's Health Initiative
phv00078436,WHI,hemoglobin_mcnc_bld_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,hemoglobin_mcnc_bld_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00204712,ARIC,mchc_mcnc_rbc_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204871,ARIC,mchc_mcnc_rbc_1,Age at visit 3 [Cohort. Visit 3],V3AGE31,phs000280.v4.pht004064.v2.phv00204871.v1,phs000280.v8.p2,phv00204871.v2.p2,pht004064.v3.p2,DERIVE37,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00207255,ARIC,mchc_mcnc_rbc_1,Hematocrit % (MAV). Q1 [Hematology Form. HMTA. Visit 1],HMTA01,phs000280.v4.pht004107.v2.phv00207255.v1,phs000280.v8.p2,phv00207255.v2.p2,pht004107.v3.p2,HMTA,Atherosclerosis Risk in Communities (ARIC) Cohort
